,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sstart_al,send_al
255,EF195457.1,MK059951.1,92.667,150,10,1,1,149,2405,2554,1.4000000000000001e-59,215.0,2404,2553
256,EF195458.1,MK059949.1,93.578,109,7,0,1,109,2385,2493,6.78e-44,163.0,2384,2513
257,EF195458.1,MK059949.1,95.349,86,4,0,109,194,2448,2533,4.11e-36,137.0,2468,2553
258,EF195459.1,MK059949.1,86.614,127,17,0,41,167,2407,2533,2.7e-37,141.0,2427,2553
259,EF195460.1,MK059950.1,84.252,127,20,0,41,167,2404,2530,2.73e-32,124.0,2427,2553
260,EF195461.1,MK059952.1,82.667,150,24,2,1,149,2384,2532,1.4299999999999998e-34,132.0,2384,2553
261,EF195462.1,MK059951.1,89.262,149,15,1,1,148,2405,2553,1.09e-50,185.0,2404,2552
262,EF195463.1,MK059951.1,94.706,170,9,0,1,170,2385,2554,1.58e-74,265.0,2384,2553
263,EF195464.1,MK059951.1,95.858,169,7,0,2,170,2386,2554,2.62e-77,274.0,2385,2553
264,EF195465.1,MK059951.1,95.294,170,8,0,1,170,2385,2554,3.39e-76,270.0,2384,2553
265,EF195466.1,MK059951.1,94.118,170,10,0,1,170,2385,2554,7.340000000000001e-73,259.0,2384,2553
266,EF195467.1,MK059951.1,95.882,170,7,0,1,170,2385,2554,7.29e-78,276.0,2384,2553
267,EF195468.1,MK059951.1,95.294,170,8,0,1,170,2385,2554,3.39e-76,270.0,2384,2553
268,EF195469.1,MK059951.1,95.294,170,8,0,1,170,2385,2554,3.39e-76,270.0,2384,2553
269,EF195470.1,MK059949.1,85.906,149,21,0,1,149,2385,2533,6.5900000000000006e-43,159.0,2384,2553
270,EF195471.1,MK059949.1,85.906,149,21,0,1,149,2385,2533,6.5900000000000006e-43,159.0,2384,2553
271,EF195472.1,MK059951.1,90.551,127,12,0,41,167,2428,2554,1.25e-45,169.0,2427,2553
272,EF195473.1,MK059952.1,80.132,151,28,2,27,176,2383,2532,2.23e-28,111.0,2383,2553
273,EF195474.1,MK059952.1,85.333,150,20,2,1,149,2384,2532,3.04e-41,154.0,2384,2553
274,EF195475.1,MK059954.1,89.437,142,15,0,1,142,2388,2529,4.93e-49,180.0,2408,2549
275,EF195476.1,MK059954.1,84.247,146,23,0,1,146,2388,2533,6.47e-38,143.0,2408,2553
276,EF195477.1,MK059950.1,85.039,127,19,0,41,167,2404,2530,5.88e-34,130.0,2427,2553
277,EF195478.1,MK059949.1,86.614,127,17,0,41,167,2407,2533,2.7e-37,141.0,2427,2553
278,EF490425.1,MK059949.1,91.139,237,20,1,2,237,1182,1418,5.34e-91,320.0,1181,1417
279,EF490426.1,MK059949.1,90.083,242,24,0,2,243,1182,1423,2.5e-89,315.0,1181,1422
280,EF490427.1,MK059949.1,91.429,245,19,2,2,245,1182,1425,1.9299999999999998e-95,335.0,1181,1424
281,EF490428.1,MK059951.1,91.76,267,18,3,1,263,1182,1448,1.88e-105,368.0,1181,1447
282,EF490429.1,MK059952.1,92.46,252,18,1,2,252,1181,1432,1.12e-102,359.0,1181,1432
283,EU030287.1,MK059954.1,83.697,595,95,2,1,594,4328,4921,6.57e-163,560.0,4348,4947
284,EU030288.1,MK059950.1,83.096,562,87,6,1,558,4325,4882,2.9499999999999997e-146,505.0,4348,4911
285,EU030289.1,MK059955.1,82.064,591,101,3,1,587,4329,4918,1.45e-144,499.0,4348,4940
286,EU030290.1,MK059956.1,82.504,583,100,2,1,582,4326,4907,6.58e-148,510.0,4348,4935
287,EU030291.1,MK059949.1,92.708,576,42,0,1,576,4328,4903,0.0,832.0,4348,4929
288,EU030292.1,MK059950.1,82.843,612,99,4,1,609,4325,4933,6.84e-158,544.0,4348,4962
289,EU030293.1,MK059955.1,82.487,571,95,3,1,567,4329,4898,1.8e-143,496.0,4348,4920
290,EU030294.1,MK059949.1,92.708,576,42,0,1,576,4328,4903,0.0,832.0,4348,4929
291,EU030295.1,MK059955.1,82.384,562,94,3,1,558,4329,4889,3.8399999999999997e-140,484.0,4348,4911
292,EU030296.1,MK059949.1,93.056,576,40,0,1,576,4328,4903,0.0,843.0,4348,4929
293,EU030297.1,MK059955.1,82.404,574,96,3,1,570,4329,4901,1.82e-143,496.0,4348,4923
294,EU030298.1,MK059951.1,81.341,552,97,2,1,546,4349,4900,6.4e-128,444.0,4348,4899
295,EU030299.1,MK059956.1,82.504,583,100,2,1,582,4326,4907,6.58e-148,510.0,4348,4935
296,EU030300.1,MK059949.1,92.724,591,43,0,1,591,4328,4918,0.0,854.0,4348,4944
297,EU030301.1,MK059950.1,83.306,599,94,4,1,596,4325,4920,5.18e-159,547.0,4348,4949
298,EU030302.1,MK059951.1,80.325,615,115,2,1,609,4349,4963,7.1e-133,460.0,4348,4962
299,EU030303.1,MK059955.1,82.064,591,101,3,1,587,4329,4918,1.45e-144,499.0,4348,4940
300,EU030304.1,MK059949.1,92.893,591,42,0,1,591,4328,4918,0.0,859.0,4348,4944
301,EU030305.1,MK059955.1,82.312,571,96,3,1,567,4329,4898,8.389999999999999e-142,490.0,4348,4920
302,EU030306.1,MK059955.1,82.111,559,95,3,1,555,4329,4886,8.26e-137,473.0,4348,4908
303,EU030307.1,MK059950.1,83.306,599,94,4,1,596,4325,4920,5.24e-159,547.0,4348,4949
304,EU030308.1,MK059951.1,80.428,608,113,2,1,602,4349,4956,2.5300000000000002e-132,459.0,4348,4955
305,EU030309.1,MK059955.1,81.639,610,107,3,1,606,4329,4937,4.15e-145,501.0,4348,4959
306,EU030310.1,MK059951.1,80.428,608,113,2,1,602,4349,4956,2.5300000000000002e-132,459.0,4348,4955
307,EU030311.1,MK059956.1,82.504,583,100,2,1,582,4326,4907,6.58e-148,510.0,4348,4935
308,EU030312.1,MK059950.1,83.306,599,94,4,1,596,4325,4920,5.18e-159,547.0,4348,4949
309,EU030313.1,MK059951.1,80.592,608,112,2,1,602,4349,4956,5.44e-134,464.0,4348,4955
310,EU030314.1,MK059951.1,80.428,608,113,2,1,602,4349,4956,2.5300000000000002e-132,459.0,4348,4955
311,EU030315.1,MK059955.1,81.639,610,107,3,1,606,4329,4937,4.15e-145,501.0,4348,4959
312,EU030316.1,MK059950.1,83.17,612,97,4,1,609,4325,4933,3.16e-161,555.0,4348,4962
313,EU030317.1,MK059951.1,80.428,608,113,2,1,602,4349,4956,2.5300000000000002e-132,459.0,4348,4955
314,EU030318.1,MK059951.1,80.325,615,115,2,1,609,4349,4963,7.1e-133,460.0,4348,4962
315,EU030319.1,MK059950.1,83.333,612,96,4,1,609,4325,4933,6.790000000000001e-163,560.0,4348,4962
316,EU091260.1,MK059949.1,92.925,212,15,0,1,212,6482,6693,9.050000000000001e-88,309.0,6541,6752
317,EU091261.1,MK059949.1,92.925,212,15,0,1,212,6482,6693,9.050000000000001e-88,309.0,6541,6752
318,EU091263.1,MK059949.1,92.453,212,16,0,1,212,6482,6693,4.2100000000000005e-86,303.0,6541,6752
319,EU091265.1,MK059949.1,92.925,212,15,0,1,212,6482,6693,9.050000000000001e-88,309.0,6541,6752
320,FJ004153.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
321,FJ004154.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
322,FJ004155.1,MK059949.1,93.583,374,24,0,1,374,4563,4936,1.47e-162,558.0,4589,4962
323,FJ004156.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
324,FJ004157.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
325,FJ004158.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
326,FJ004159.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
327,FJ004160.1,MK059949.1,79.521,376,73,2,1,374,4563,4936,3.59e-74,265.0,4589,4962
328,FJ004161.1,MK059949.1,79.088,373,74,2,1,371,4566,4936,7.71e-71,254.0,4592,4962
329,FJ004162.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
330,FJ004163.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
331,FJ004164.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
332,FJ004165.1,MK059953.1,78.016,373,78,4,1,371,4537,4907,3.6000000000000005e-64,231.0,4592,4962
333,FJ004166.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
334,FJ004167.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
335,FJ004168.1,MK059949.1,94.652,374,20,0,1,374,4563,4936,3.14e-169,580.0,4589,4962
336,FJ004169.1,MK059956.1,96.791,374,12,0,1,374,4561,4934,0.0,625.0,4589,4962
337,FJ004170.1,MK059955.1,79.412,374,73,4,3,374,4569,4940,4.6600000000000004e-73,261.0,4591,4962
338,FJ004171.1,MK059949.1,89.812,373,38,0,1,373,4563,4935,1.18e-138,479.0,4589,4961
339,FJ004172.1,MK059956.1,97.861,374,8,0,1,374,4561,4934,0.0,647.0,4589,4962
340,FJ004173.1,MK059954.1,81.283,374,66,3,3,374,4565,4936,9.81e-85,300.0,4591,4962
341,FJ004174.1,MK059949.1,90.08,373,37,0,1,373,4563,4935,2.53e-140,484.0,4589,4961
342,FJ004175.1,MK059949.1,90.08,373,37,0,1,373,4563,4935,2.53e-140,484.0,4589,4961
343,FJ004176.1,MK059949.1,90.08,373,37,0,1,373,4563,4935,7.05e-141,486.0,4589,4961
344,FJ004177.1,MK059954.1,81.283,374,66,3,3,374,4565,4936,9.81e-85,300.0,4591,4962
345,FJ004178.1,MK059954.1,81.283,374,66,3,3,374,4565,4936,9.81e-85,300.0,4591,4962
346,FJ004179.1,MK059954.1,81.016,374,67,3,3,374,4565,4936,4.57e-83,294.0,4591,4962
347,FJ004180.1,MK059954.1,81.283,374,66,3,3,374,4565,4936,9.81e-85,300.0,4591,4962
348,FJ004181.1,MK059952.1,95.187,374,18,0,1,374,4562,4935,4.01e-173,593.0,4589,4962
349,FJ004182.1,MK059949.1,90.349,373,36,0,1,373,4563,4935,5.4499999999999996e-142,490.0,4589,4961
350,FJ004183.1,MK059955.1,79.521,376,69,7,3,374,4569,4940,4.6600000000000004e-73,261.0,4591,4962
351,FJ004184.1,MK059949.1,89.544,373,39,0,1,373,4563,4935,5.49e-137,473.0,4589,4961
352,FJ004185.1,MK059956.1,96.524,374,13,0,1,374,4561,4934,0.0,619.0,4589,4962
353,FJ004186.1,MK059949.1,95.187,374,18,0,1,374,4563,4936,1.45e-172,592.0,4589,4962
354,FJ004187.1,MK059949.1,95.187,374,18,0,1,374,4563,4936,1.45e-172,592.0,4589,4962
355,FJ004188.1,MK059949.1,95.187,374,18,0,1,374,4563,4936,1.45e-172,592.0,4589,4962
356,FJ004189.1,MK059949.1,95.187,374,18,0,1,374,4563,4936,1.45e-172,592.0,4589,4962
357,FJ004190.1,MK059949.1,94.92,374,19,0,1,374,4563,4936,6.75e-171,586.0,4589,4962
358,FJ004191.1,MK059953.1,79.787,376,72,4,1,374,4534,4907,7.69e-76,270.0,4589,4962
359,FJ004192.1,MK059952.1,95.722,374,16,0,1,374,4562,4935,6.66e-176,603.0,4589,4962
360,FJ004193.1,MK059949.1,89.812,373,38,0,1,373,4563,4935,1.18e-138,479.0,4589,4961
361,FJ004194.1,MK059954.1,81.283,374,66,3,3,374,4565,4936,9.81e-85,300.0,4591,4962
362,FJ004195.1,MK059955.1,79.521,376,69,7,3,374,4569,4940,4.6600000000000004e-73,261.0,4591,4962
363,FJ004196.1,MK059955.1,79.787,376,68,7,3,374,4569,4940,1e-74,267.0,4591,4962
364,FJ004197.1,MK059952.1,95.455,374,17,0,1,374,4562,4935,3.1e-174,597.0,4589,4962
365,FJ004198.1,MK059949.1,89.544,373,39,0,1,373,4563,4935,5.49e-137,473.0,4589,4961
366,FJ004199.1,MK059954.1,81.016,374,67,3,3,374,4565,4936,4.57e-83,294.0,4591,4962
367,FJ004200.1,MK059949.1,90.08,373,37,0,1,373,4563,4935,2.53e-140,484.0,4589,4961
368,FJ004201.1,MK059949.1,90.08,373,37,0,1,373,4563,4935,2.53e-140,484.0,4589,4961
369,FJ004202.1,MK059955.1,79.255,376,70,7,3,374,4569,4940,2.17e-71,255.0,4591,4962
370,FJ004203.1,MK059955.1,79.255,376,70,7,3,374,4569,4940,2.17e-71,255.0,4591,4962
371,FJ004204.1,MK059949.1,89.008,373,41,0,1,373,4563,4935,1.19e-133,462.0,4589,4961
372,FJ004205.1,MK059955.1,79.521,376,69,7,3,374,4569,4940,4.6600000000000004e-73,261.0,4591,4962
373,FJ004206.1,MK059955.1,79.255,376,70,7,3,374,4569,4940,2.17e-71,255.0,4591,4962
374,FJ004207.1,MK059954.1,81.283,374,66,3,3,374,4565,4936,9.81e-85,300.0,4591,4962
375,FJ004208.1,MK059955.1,79.255,376,70,7,3,374,4569,4940,2.17e-71,255.0,4591,4962
376,FJ004209.1,MK059954.1,80.749,374,68,3,3,374,4565,4936,2.12e-81,289.0,4591,4962
377,FJ004210.1,MK059949.1,95.187,374,18,0,1,374,4563,4936,1.45e-172,592.0,4589,4962
378,FJ004211.1,MK059949.1,89.544,373,39,0,1,373,4563,4935,5.49e-137,473.0,4589,4961
379,FJ004212.1,MK059955.1,79.255,376,70,7,3,374,4569,4940,2.17e-71,255.0,4591,4962
380,FJ004213.1,MK059955.1,79.521,376,69,7,3,374,4569,4940,4.6600000000000004e-73,261.0,4591,4962
381,FJ004214.1,MK059949.1,89.008,373,41,0,1,373,4563,4935,1.19e-133,462.0,4589,4961
382,FJ004215.1,MK059952.1,95.455,374,17,0,1,374,4562,4935,3.1e-174,597.0,4589,4962
383,FJ004216.1,MK059955.1,79.255,376,70,7,3,374,4569,4940,2.17e-71,255.0,4591,4962
384,FJ004217.1,MK059949.1,89.544,373,39,0,1,373,4563,4935,5.49e-137,473.0,4589,4961
385,FJ004218.1,MK059949.1,89.812,373,38,0,1,373,4563,4935,1.18e-138,479.0,4589,4961
386,FJ004219.1,MK059949.1,94.385,374,21,0,1,374,4563,4936,1.46e-167,575.0,4589,4962
387,FJ004220.1,MK059955.1,79.255,376,70,7,3,374,4569,4940,2.17e-71,255.0,4591,4962
388,FJ004221.1,MK059949.1,90.349,373,36,0,1,373,4563,4935,5.4499999999999996e-142,490.0,4589,4961
389,FJ004222.1,MK059949.1,93.583,374,24,0,1,374,4563,4936,1.47e-162,558.0,4589,4962
390,FJ004223.1,MK059949.1,94.43,377,21,0,1,377,4560,4936,3.1700000000000003e-169,580.0,4586,4962
391,FJ004224.1,MK059956.1,96.791,374,12,0,1,374,4561,4934,0.0,625.0,4589,4962
392,FJ004225.1,MK059954.1,81.016,374,67,3,3,374,4565,4936,4.57e-83,294.0,4591,4962
393,FJ004226.1,MK059949.1,89.812,373,38,0,1,373,4563,4935,1.18e-138,479.0,4589,4961
394,FJ004227.1,MK059949.1,90.08,373,37,0,1,373,4563,4935,2.53e-140,484.0,4589,4961
395,FJ004228.1,MK059949.1,89.812,373,38,0,1,373,4563,4935,1.18e-138,479.0,4589,4961
396,FJ004229.1,MK059949.1,89.812,373,38,0,1,373,4563,4935,1.18e-138,479.0,4589,4961
397,FJ004230.1,MK059949.1,89.812,373,38,0,1,373,4563,4935,1.18e-138,479.0,4589,4961
398,FJ004231.1,MK059949.1,90.08,373,37,0,1,373,4563,4935,2.53e-140,484.0,4589,4961
399,FJ165472.1,MK059955.1,80.25,400,75,4,1,398,4560,4957,3.79e-84,298.0,4582,4979
400,FJ169457.1,MK059950.1,93.75,704,38,1,1,704,6036,6733,0.0,1051.0,6068,6765
401,FJ169458.1,MK059949.1,95.864,677,28,0,1,677,6030,6706,0.0,1096.0,6068,6770
402,FJ169459.1,MK059949.1,95.864,677,28,0,1,677,6030,6706,0.0,1096.0,6068,6770
403,FJ169460.1,MK059949.1,96.012,677,27,0,1,677,6030,6706,0.0,1101.0,6068,6770
404,FJ169461.1,MK059951.1,98.41,692,11,0,1,692,6057,6748,0.0,1218.0,6071,6765
405,FJ169462.1,MK059952.1,89.524,630,64,2,1,629,6029,6657,0.0,797.0,6068,6769
406,FJ375755.1,MK059952.1,75.059,850,188,18,1,838,4544,5381,1.3e-106,374.0,4571,5408
407,FJ375756.1,MK059952.1,75.23,868,191,18,1,856,4544,5399,1.32e-111,390.0,4571,5426
408,FJ375757.1,MK059952.1,75.294,850,186,18,1,838,4544,5381,6.000000000000001e-110,385.0,4571,5408
409,FJ375758.1,MK059952.1,74.92,933,210,18,1,921,4564,5484,5.07e-116,405.0,4591,5511
410,FJ375759.1,MK059949.1,90.569,6818,584,37,1,6808,3,6771,0.0,8973.0,2,6835
411,FJ842147.1,MK059955.1,85.988,1720,236,3,3,1718,3206,4924,0.0,1836.0,3225,4946
412,FJ842148.1,MK059953.1,78.157,293,43,14,1,281,6434,6717,7.72e-45,167.0,6531,6814
413,FJ842149.1,MK059953.1,81.633,245,43,2,1,244,1179,1422,1.8299999999999997e-55,202.0,1204,1447
414,FJ905407.1,MK059949.1,89.685,349,36,0,1,349,4564,4912,1.11e-128,446.0,4590,4938
415,FJ905408.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
416,FJ905409.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
417,FJ905410.1,MK059949.1,89.722,360,37,0,1,360,4564,4923,4.1e-133,460.0,4590,4949
418,FJ905411.1,MK059949.1,89.722,360,37,0,1,360,4564,4923,4.13e-133,460.0,4590,4949
419,FJ905412.1,MK059949.1,89.685,349,36,0,1,349,4564,4912,1.11e-128,446.0,4590,4938
420,FJ905413.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
421,FJ905414.1,MK059953.1,80.926,367,70,0,1,367,4541,4907,5.789999999999999e-82,291.0,4596,4962
422,FJ905415.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
423,FJ905416.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
424,FJ905417.1,MK059949.1,89.722,360,37,0,1,360,4564,4923,4.13e-133,460.0,4590,4949
425,FJ905418.1,MK059949.1,89.503,362,38,0,1,362,4572,4933,1.48e-132,459.0,4598,4959
426,FJ905419.1,MK059953.1,80.822,365,70,0,1,365,4543,4907,7.4399999999999995e-81,287.0,4598,4962
427,FJ905420.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
428,FJ905421.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
429,FJ905422.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
430,FJ905423.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
431,FJ905424.1,MK059949.1,89.685,349,36,0,1,349,4564,4912,1.11e-128,446.0,4590,4938
432,FJ905425.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
433,FJ905426.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
434,FJ905427.1,MK059949.1,89.247,372,40,0,1,372,4564,4935,9.149999999999999e-135,466.0,4590,4961
435,FJ905428.1,MK059949.1,89.247,372,40,0,1,372,4564,4935,9.149999999999999e-135,466.0,4590,4961
436,FJ905429.1,MK059949.1,93.883,376,23,0,1,376,4564,4939,2.46e-165,568.0,4590,4965
437,FJ905430.1,MK059949.1,93.899,377,23,0,1,377,4564,4940,6.860000000000001e-166,569.0,4590,4966
438,FJ905431.1,MK059953.1,79.733,375,72,4,1,373,4535,4907,2.76e-75,268.0,4590,4962
439,FJ905432.1,MK059953.1,79.733,375,72,4,1,373,4535,4907,2.76e-75,268.0,4590,4962
440,FJ905433.1,MK059953.1,79.733,375,72,4,1,373,4535,4907,2.76e-75,268.0,4590,4962
441,FJ905434.1,MK059953.1,79.733,375,72,4,1,373,4535,4907,2.76e-75,268.0,4590,4962
442,GN352043.1,MK059949.1,98.333,60,1,0,1,60,2781,2840,3.14e-27,106.0,2801,2860
443,GN352045.1,MK059949.1,100.0,60,0,0,1,60,3606,3665,6.75e-29,111.0,3626,3685
444,GN352047.1,MK059949.1,98.333,60,1,0,1,60,4256,4315,3.14e-27,106.0,4276,4335
445,GN352049.1,MK059949.1,100.0,60,0,0,1,60,6659,6718,6.75e-29,111.0,6718,6782
446,GN352051.1,MK059950.1,96.667,60,2,0,1,60,1798,1857,1.47e-25,100.0,1800,1859
447,GQ292771.1,MK059949.1,91.618,346,29,0,1,346,4574,4919,1.09e-138,479.0,4600,4945
448,GQ351325.1,MK059949.1,89.247,372,40,0,1,372,4564,4935,9.149999999999999e-135,466.0,4590,4961
449,GQ351326.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
450,GQ351327.1,MK059949.1,90.054,372,37,0,1,372,4564,4935,9.09e-140,483.0,4590,4961
451,GQ351329.1,MK059949.1,94.102,373,22,0,1,373,4564,4936,2.44e-165,568.0,4590,4962
452,GQ351330.1,MK059949.1,89.516,372,39,0,1,372,4564,4935,1.9699999999999998e-136,472.0,4590,4961
453,GQ351331.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
454,GQ351332.1,MK059949.1,93.566,373,24,0,1,373,4564,4936,5.28e-162,556.0,4590,4962
455,GQ351333.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
456,GQ351334.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
457,GQ351335.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
458,GQ351336.1,MK059955.1,79.255,376,70,7,2,373,4569,4940,2.16e-71,255.0,4591,4962
459,GQ351337.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
460,GQ351338.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
461,GQ351339.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
462,GQ351340.1,MK059949.1,93.834,373,23,0,1,373,4564,4936,1.1300000000000001e-163,562.0,4590,4962
463,GQ351341.1,MK059955.1,79.255,376,70,7,2,373,4569,4940,2.16e-71,255.0,4591,4962
464,GQ351342.1,MK059955.1,79.255,376,70,7,2,373,4569,4940,2.16e-71,255.0,4591,4962
465,GQ351343.1,MK059955.1,79.255,376,70,7,2,373,4569,4940,2.16e-71,255.0,4591,4962
466,GQ441158.1,MK059954.1,84.615,364,54,2,1,363,3613,3975,4.3e-103,361.0,3633,3995
467,GQ441159.1,MK059955.1,84.022,363,58,0,1,363,3614,3976,9.37e-100,350.0,3633,3995
468,GQ441160.1,MK059954.1,84.89,364,53,2,1,363,3613,3975,9.25e-105,366.0,3633,3995
469,GQ441161.1,MK059953.1,86.813,364,46,2,1,363,3587,3949,1.9600000000000002e-116,405.0,3633,3995
470,GQ441162.1,MK059954.1,84.89,364,53,2,1,363,3613,3975,9.25e-105,366.0,3633,3995
471,GQ441163.1,MK059954.1,84.066,364,56,2,1,363,3613,3975,9.31e-100,350.0,3633,3995
472,GQ441164.1,MK059950.1,82.92,363,62,0,1,363,3610,3972,4.4e-93,327.0,3633,3995
473,GQ441165.1,MK059949.1,85.714,364,50,2,1,363,3613,3975,9.22e-110,383.0,3633,3995
474,GQ441166.1,MK059949.1,85.714,364,50,2,1,363,3613,3975,9.22e-110,383.0,3633,3995
475,GQ441167.1,MK059949.1,85.714,364,50,2,1,363,3613,3975,9.22e-110,383.0,3633,3995
476,GQ441168.1,MK059951.1,88.154,363,43,0,1,363,3634,3996,9.08e-125,433.0,3633,3995
477,GQ441169.1,MK059951.1,88.43,363,42,0,1,363,3634,3996,1.95e-126,438.0,3633,3995
478,GQ441170.1,MK059951.1,88.154,363,43,0,1,363,3634,3996,9.08e-125,433.0,3633,3995
479,GQ441171.1,MK059953.1,85.44,364,51,2,1,363,3587,3949,4.27e-108,377.0,3633,3995
480,GQ441172.1,MK059954.1,84.615,364,54,2,1,363,3613,3975,4.3e-103,361.0,3633,3995
481,GQ441173.1,MK059954.1,84.89,364,53,2,1,363,3613,3975,9.25e-105,366.0,3633,3995
482,GQ441174.1,MK059954.1,84.341,364,55,2,1,363,3613,3975,2e-101,355.0,3633,3995
483,GQ441175.1,MK059954.1,84.89,364,53,2,1,363,3613,3975,9.25e-105,366.0,3633,3995
484,GQ441176.1,MK059949.1,85.124,363,52,2,1,362,3613,3974,7.18e-106,370.0,3633,3994
485,GQ441177.1,MK059954.1,84.89,364,53,2,1,363,3613,3975,9.25e-105,366.0,3633,3995
486,GQ441178.1,MK059954.1,84.89,364,53,2,1,363,3613,3975,9.25e-105,366.0,3633,3995
487,GQ441179.1,MK059954.1,84.89,364,53,2,1,363,3613,3975,9.25e-105,366.0,3633,3995
488,GQ441180.1,MK059954.1,84.89,364,53,2,1,363,3613,3975,9.25e-105,366.0,3633,3995
489,GQ441181.1,MK059954.1,84.615,364,54,2,1,363,3613,3975,4.3e-103,361.0,3633,3995
490,GQ441182.1,MK059954.1,84.615,364,54,2,1,363,3613,3975,4.3e-103,361.0,3633,3995
491,GQ441183.1,MK059949.1,86.226,363,48,2,1,362,3613,3974,1.53e-112,392.0,3633,3994
492,GQ477383.1,MK059950.1,95.625,160,7,0,1,160,4538,4697,2.53e-72,257.0,4567,4726
493,GQ477384.1,MK059952.1,82.873,181,29,2,1,180,4537,4716,2.2300000000000003e-43,161.0,4564,4743
494,GQ477385.1,MK059949.1,97.315,149,4,0,1,149,4550,4698,2.96e-71,254.0,4576,4724
495,GQ477386.1,MK059950.1,84.831,178,23,2,1,176,4535,4710,7.879999999999999e-48,176.0,4564,4739
496,GQ477387.1,MK059950.1,85.714,182,22,2,1,180,4526,4705,1.04e-51,189.0,4555,4734
497,GQ477388.1,MK059949.1,87.845,181,18,2,1,179,4535,4713,7.880000000000001e-58,209.0,4561,4739
498,GQ477389.1,MK059950.1,85.714,182,22,2,1,180,4526,4705,1.04e-51,189.0,4555,4734
499,GQ477390.1,MK059953.1,81.143,175,33,0,1,175,4514,4688,2.8300000000000003e-37,141.0,4569,4743
500,GQ477391.1,MK059950.1,84.615,182,22,4,1,179,4527,4705,8.02e-48,176.0,4556,4734
501,GQ477392.1,MK059950.1,85.561,187,23,2,1,185,4526,4710,8.25e-53,193.0,4555,4739
502,GQ477393.1,MK059950.1,85.714,182,22,2,1,180,4526,4705,1.04e-51,189.0,4555,4734
503,GQ477394.1,MK059950.1,85.227,176,22,2,1,174,4532,4705,2.16e-48,178.0,4561,4734
504,GQ477395.1,MK059950.1,85.714,182,22,2,1,180,4526,4705,1.04e-51,189.0,4555,4734
505,GQ477396.1,MK059950.1,85.714,182,22,2,1,180,4526,4705,1.04e-51,189.0,4555,4734
506,GQ477397.1,MK059950.1,85.635,181,22,2,1,179,4527,4705,3.71e-51,187.0,4556,4734
507,GQ477398.1,MK059949.1,94.969,159,8,0,1,159,4559,4717,4.08e-70,250.0,4585,4743
508,GQ477399.1,MK059950.1,85.561,187,23,2,1,185,4526,4710,8.25e-53,193.0,4555,4739
